41-PHRS-COLLECTION-PART01,The team must __ __ a clear deadline today.,agree on,phrase,/əˈɡriː ɒn/,/əˈɡriː ɑːn/,B1,To make a shared decision about something.,Thống nhất hoặc đồng thuận về một việc.,,We finally agreed on a date for the picnic.,Cuối cùng chúng tôi đã thống nhất ngày đi dã ngoại.,"decide on (quyết định về), settle on (chốt), reach agreement on (đạt đồng thuận về)","disagree on (không đồng ý về), dispute (tranh cãi)"
42-PHRS-COLLECTION-PART01,The landlord will __ __ repaint the kitchen next week.,agree to,phrase,/əˈɡriː tuː/,/əˈɡriː tuː/,B1,"To accept a proposal, request, rule, or condition.","Đồng ý với đề nghị, yêu cầu, quy tắc hoặc điều kiện.",,She agreed to help me move on Saturday.,Cô ấy đã đồng ý giúp tôi chuyển nhà vào thứ Bảy.,"accept (chấp nhận), consent to (đồng thuận với), approve (chấp thuận)","refuse (từ chối), reject (bác bỏ)"
43-PHRS-COLLECTION-PART01,I completely __ __ your view on this issue.,agree with,phrase,/əˈɡriː wɪð/,/əˈɡriː wɪð/,A2,To have the same opinion as someone or be suitable for someone.,Đồng ý với ai hoặc phù hợp với ai.,,I agree with your idea about studying earlier.,Tôi đồng ý với ý tưởng học sớm hơn của bạn.,"support (ủng hộ), concur with (đồng tình với), suit (phù hợp)","disagree with (không đồng ý với), oppose (phản đối)"
44-PHRS-COLLECTION-PART01,The campaign will __ __ young families in the city.,aim at,phrase,/eɪm æt/,/eɪm æt/,B1,"To direct an action, plan, or object toward a particular target.",Nhắm vào hoặc hướng tới một mục tiêu cụ thể.,,The new course is aimed at busy workers.,Khóa học mới hướng tới những người đi làm bận rộn.,"target (nhắm tới), direct at (hướng vào), focus on (tập trung vào)","miss (bỏ lỡ), ignore (bỏ qua)"
45-PHRS-COLLECTION-PART01,We need to __ __ the kitchen after cooking fish.,air out,phrase,/eər aʊt/,/er aʊt/,B2,To let fresh air into a room or object to remove stale smells.,Làm thoáng khí để loại bỏ mùi bí hoặc mùi khó chịu.,,Open the windows to air out the bedroom.,Hãy mở cửa sổ để làm thoáng phòng ngủ.,"ventilate (thông gió), freshen (làm tươi mới), deodorize (khử mùi)","seal up (bịt kín), close off (đóng lại)"
46-PHRS-COLLECTION-PART01,Good budgets __ __ unexpected costs.,allow for,phrase,/əˈlaʊ fɔːr/,/əˈlaʊ fɔːr/,B2,To consider something when planning or calculating.,Tính đến hoặc dự liệu một yếu tố khi lập kế hoạch.,,Allow for traffic if you leave during rush hour.,Hãy tính đến kẹt xe nếu bạn đi vào giờ cao điểm.,"consider (cân nhắc), take into account (tính đến), make provision for (dự liệu cho)","overlook (bỏ sót), ignore (bỏ qua)"
47-PHRS-COLLECTION-PART01,The extra fees may __ __ a large sum over time.,amount to,phrase,/əˈmaʊnt tuː/,/əˈmaʊnt tuː/,B2,To become a total or be equal in meaning or effect.,"Lên tới tổng số hoặc tương đương về ý nghĩa, tác động.",,The damage amounted to several thousand dollars.,Thiệt hại lên tới vài nghìn đô la.,"total (tổng cộng), equal (tương đương), add up to (lên tới)","fall short of (không đạt tới), differ from (khác với)"
48-PHRS-COLLECTION-PART01,Do not __ __ when your parents are trying to help.,answer back,phrase,/ˈɑːn.sər bæk/,/ˈæn.sɚ bæk/,B2,To reply rudely to someone in authority.,Cãi lại hoặc trả lời hỗn với người có quyền hơn.,,He got in trouble for answering back to his teacher.,Cậu ấy gặp rắc rối vì cãi lại giáo viên.,"talk back (cãi lại), retort (đáp trả), be rude (hỗn láo)","obey (vâng lời), listen respectfully (lắng nghe tôn trọng)"
49-PHRS-COLLECTION-PART01,Managers should __ __ serious mistakes in their teams.,answer for,phrase,/ˈɑːn.sər fɔːr/,/ˈæn.sɚ fɔːr/,B2,To be responsible for something wrong or for someone’s behaviour.,Chịu trách nhiệm về lỗi lầm hoặc hành vi của ai.,,The company must answer for the safety failure.,Công ty phải chịu trách nhiệm về sự cố an toàn.,"be responsible for (chịu trách nhiệm về), account for (giải trình), face consequences for (chịu hậu quả vì)","avoid responsibility (né trách nhiệm), deny liability (phủ nhận trách nhiệm)"
50-PHRS-COLLECTION-PART01,Bright packaging can __ __ children in a supermarket.,appeal to,phrase,/əˈpiːl tuː/,/əˈpiːl tuː/,B2,To attract someone or make a formal request to a higher authority.,Hấp dẫn ai hoặc kháng cáo lên cấp có thẩm quyền cao hơn.,,The simple design appeals to many young buyers.,Thiết kế đơn giản thu hút nhiều người mua trẻ.,"attract (thu hút), interest (làm quan tâm), petition (kiến nghị)","repel (làm chán ghét), discourage (làm nản lòng)"
51-PHRS-COLLECTION-PART01,You should __ __ losing your friend’s book.,apologize for,phrase,/əˈpɒl.ə.dʒaɪz fɔːr/,/əˈpɑː.lə.dʒaɪz fɔːr/,B1,To say sorry because of something you did.,Xin lỗi vì một việc mình đã làm.,,I apologized for arriving late to dinner.,Tôi đã xin lỗi vì đến bữa tối muộn.,"say sorry for (xin lỗi vì), express regret for (bày tỏ hối tiếc vì)","blame for (đổ lỗi cho), refuse to apologize (không chịu xin lỗi)"
52-PHRS-COLLECTION-PART01,He plans to __ __ a scholarship next month.,apply for,phrase,/əˈplaɪ fɔːr/,/əˈplaɪ fɔːr/,B1,"To make a formal request for a job, course, or permission.","Nộp đơn xin việc, khóa học hoặc sự cho phép.",,She applied for a summer job at the library.,Cô ấy đã nộp đơn xin một công việc mùa hè ở thư viện.,"request (yêu cầu), seek (tìm kiếm), submit an application for (nộp đơn xin)","withdraw from (rút khỏi), give up on (từ bỏ)"
53-PHRS-COLLECTION-PART01,The discount does not __ __ online orders.,apply to,phrase,/əˈplaɪ tuː/,/əˈplaɪ tuː/,B1,"To be relevant to someone or something, or to request entry to a place.","Áp dụng cho ai, cái gì hoặc nộp đơn vào một nơi.",,These rules apply to everyone in the building.,Những quy định này áp dụng cho mọi người trong tòa nhà.,"relate to (liên quan đến), be valid for (có hiệu lực với), concern (liên quan tới)","exclude (loại trừ), exempt (miễn trừ)"
54-PHRS-COLLECTION-PART01,Many teachers __ __ using short quizzes for revision.,approve of,phrase,/əˈpruːv əv/,/əˈpruːv əv/,B2,To think that someone or something is good or acceptable.,Tán thành hoặc cho rằng điều gì là phù hợp.,,My parents approve of my plan to study abroad.,Bố mẹ tôi tán thành kế hoạch đi du học của tôi.,"support (ủng hộ), accept (chấp nhận), endorse (tán thành)","disapprove of (không tán thành), reject (bác bỏ)"
55-PHRS-COLLECTION-PART01,It is pointless to __ __ strangers online.,argue with,phrase,/ˈɑːɡ.juː wɪð/,/ˈɑːrɡ.juː wɪð/,A2,To speak angrily with someone because you disagree.,Tranh cãi với ai vì bất đồng ý kiến.,,Try not to argue with your brother over small things.,Cố đừng tranh cãi với anh trai em về những chuyện nhỏ.,"quarrel with (cãi nhau với), dispute with (tranh luận với), fight with (cãi vã với)","agree with (đồng ý với), make peace with (làm hòa với)"
56-PHRS-COLLECTION-PART01,The committee will __ __ a decision by Friday.,arrive at,phrase,/əˈraɪv æt/,/əˈraɪv æt/,B1,"To reach a place, decision, or conclusion.","Đi đến một nơi, quyết định hoặc kết luận.",,"After a long talk, we arrived at a fair solution.","Sau một cuộc nói chuyện dài, chúng tôi đã đi đến một giải pháp công bằng.","reach (đạt tới), come to (đi đến), get to (tới được)","depart from (rời khỏi), fail to reach (không đạt tới)"
57-PHRS-COLLECTION-PART01,Call the office to __ __ the opening hours.,ask about,phrase,/ɑːsk əˈbaʊt/,/æsk əˈbaʊt/,A2,To request information concerning someone or something.,Hỏi về ai hoặc điều gì.,,I asked about the price before booking the room.,Tôi đã hỏi về giá trước khi đặt phòng.,"inquire about (hỏi về), question about (hỏi về), check on (kiểm tra về)","stay silent about (im lặng về), ignore (bỏ qua)"
58-PHRS-COLLECTION-PART01,Please __ __ your sister when you call home.,ask after,phrase,/ɑːsk ˈɑːf.tər/,/æsk ˈæf.tɚ/,B2,"To ask how someone is, especially when they are not present.",Hỏi thăm tình hình hoặc sức khỏe của ai.,,Your grandmother asked after you this morning.,Bà của bạn đã hỏi thăm bạn sáng nay.,"inquire after (hỏi thăm), check on (hỏi han), ask about (hỏi về)","forget about (quên mất), ignore (phớt lờ)"
59-PHRS-COLLECTION-PART01,"If you need a tutor, __ __ at school first.",ask around,phrase,/ɑːsk əˈraʊnd/,/æsk əˈraʊnd/,B1,To ask several people for information or help.,Hỏi nhiều người để lấy thông tin hoặc nhờ giúp đỡ.,,I asked around and found a good mechanic nearby.,Tôi đã hỏi nhiều người và tìm được một thợ sửa xe tốt gần đây.,"inquire widely (hỏi nhiều nơi), check with people (hỏi mọi người), seek information (tìm thông tin)","ask no one (không hỏi ai), keep quiet (giữ im lặng)"
60-PHRS-COLLECTION-PART01,They had to __ __ __ a place to stay overnight.,ask around for,phrase,/ɑːsk əˈraʊnd fɔːr/,/æsk əˈraʊnd fɔːr/,B2,To ask several people in order to find a particular thing or person.,Hỏi nhiều người để tìm một thứ hoặc một người cụ thể.,,We asked around for a reliable babysitter.,Chúng tôi đã hỏi nhiều người để tìm một người trông trẻ đáng tin cậy.,"search for by asking (hỏi để tìm), look for through contacts (tìm qua các mối quan hệ)","stop looking for (ngừng tìm kiếm), give up on (từ bỏ)"
