41-PHRS-COLLECTION-PART14,"It is cold, so __ __ your jacket.",put on,phrase,/pʊt ɒn/,/pʊt ɑːn/,A1,To dress yourself in clothing or gain weight.,Mặc vào hoặc tăng cân.,,Put on a coat before going outside.,Hãy mặc áo khoác trước khi ra ngoài.,"wear (mặc), dress in (mặc vào), gain (tăng)","take off (cởi ra), lose weight (giảm cân)"
42-PHRS-COLLECTION-PART14,They used water to __ __ the small fire.,put out,phrase,/pʊt aʊt/,/pʊt aʊt/,B1,To stop a fire burning or make extra effort that troubles someone.,Dập tắt lửa hoặc gây phiền cho ai đó.,,Firefighters put out the kitchen fire.,Lính cứu hỏa đã dập tắt đám cháy trong bếp.,"extinguish (dập tắt), bother (làm phiền), publish (đưa ra)","light (thắp lên), help easily (giúp dễ dàng)"
43-PHRS-COLLECTION-PART14,Can you __ __ the new desk today.,put together,phrase,/pʊt təˈɡeð.ər/,/pʊt təˈɡeð.ɚ/,B1,To assemble parts or prepare something.,Lắp ráp hoặc chuẩn bị điều gì.,,We put together a simple bookshelf.,Chúng tôi đã lắp một kệ sách đơn giản.,"assemble (lắp ráp), prepare (chuẩn bị), organize (sắp xếp)","take apart (tháo rời), dismantle (tháo dỡ)"
44-PHRS-COLLECTION-PART14,We need to __ __ signs near the entrance.,put up,phrase,/pʊt ʌp/,/pʊt ʌp/,B1,"To build, raise, or let someone stay in your home.",Dựng lên hoặc cho ai ở nhờ.,,They put up a tent near the river.,Họ dựng lều gần con sông.,"erect (dựng lên), raise (nâng lên), host (cho ở nhờ)","take down (hạ xuống), refuse (từ chối)"
45-PHRS-COLLECTION-PART14,She will not __ __ __ rude behaviour.,put up with,phrase,/pʊt ʌp wɪð/,/pʊt ʌp wɪð/,B2,To accept or tolerate something unpleasant.,Chịu đựng điều khó chịu.,,I cannot put up with loud music at night.,Tôi không thể chịu được nhạc lớn vào ban đêm.,"tolerate (chịu đựng), endure (chịu đựng), bear (chịu được)","reject (từ chối), protest against (phản đối)"
46-PHRS-COLLECTION-PART14,Students should __ __ before entering the room.,queue up,phrase,/kjuː ʌp/,/kjuː ʌp/,A2,To stand in a line waiting for something.,Xếp hàng chờ điều gì.,,People queued up outside the cinema.,Mọi người xếp hàng bên ngoài rạp chiếu phim.,"line up (xếp hàng), wait in line (đứng chờ), form a queue (xếp hàng)","push in (chen hàng), leave the line (rời hàng)"
47-PHRS-COLLECTION-PART14,Please __ __ while the baby is sleeping.,quiet down,phrase,/ˈkwaɪ.ət daʊn/,/ˈkwaɪ.ət daʊn/,A2,To become quieter or make someone quieter.,Yên lặng lại hoặc làm ai yên lặng hơn.,,The class quieted down after the teacher arrived.,Lớp học yên lặng lại sau khi giáo viên đến.,"become quiet (yên lặng), calm down (dịu xuống), settle down (ổn định lại)","get louder (ồn hơn), make noise (gây ồn)"
48-PHRS-COLLECTION-PART14,You should __ __ the contract carefully.,read over,phrase,/riːd ˈəʊ.vər/,/riːd ˈoʊ.vɚ/,B1,To read something again to check it.,Đọc lại hoặc xem lại để kiểm tra.,,Read over your essay before sending it.,Hãy đọc lại bài luận trước khi gửi.,"review (xem lại), check (kiểm tra), proofread (đọc sửa lỗi)","skip (bỏ qua), ignore (phớt lờ)"
49-PHRS-COLLECTION-PART14,Tourists should avoid shops that __ __ visitors.,rip off,phrase,/rɪp ɒf/,/rɪp ɔːf/,B2,To cheat someone by charging too much or copy unfairly.,Lừa gạt bằng giá quá cao hoặc sao chép bất công.,,That taxi driver ripped us off.,Tài xế taxi đó đã chặt chém chúng tôi.,"cheat (lừa), overcharge (tính quá đắt), copy unfairly (sao chép bất công)","charge fairly (tính giá công bằng), refund (hoàn tiền)"
50-PHRS-COLLECTION-PART14,The bank will __ __ a new payment system.,roll out,phrase,/rəʊl aʊt/,/roʊl aʊt/,B2,"To introduce a new product, service, or plan.","Triển khai hoặc tung ra sản phẩm, dịch vụ, kế hoạch.",,The company will roll out the app next month.,Công ty sẽ tung ra ứng dụng vào tháng tới.,"launch (ra mắt), introduce (giới thiệu), deploy (triển khai)","withdraw (rút lại), cancel (hủy)"
51-PHRS-COLLECTION-PART14,We cannot __ __ that option yet.,rule out,phrase,/ruːl aʊt/,/ruːl aʊt/,B2,To decide that something is impossible or not suitable.,Loại trừ điều gì là không thể hoặc không phù hợp.,,Doctors ruled out a serious illness.,Các bác sĩ đã loại trừ một căn bệnh nghiêm trọng.,"exclude (loại trừ), eliminate (loại bỏ), dismiss (bác bỏ)","consider (cân nhắc), include (bao gồm)"
52-PHRS-COLLECTION-PART14,I often __ __ useful articles online.,run across,phrase,/rʌn əˈkrɒs/,/rʌn əˈkrɑːs/,B1,To find or meet someone or something by chance.,Tình cờ bắt gặp ai hoặc điều gì.,,I ran across an old classmate downtown.,Tôi tình cờ gặp một bạn học cũ ở trung tâm.,"come across (tình cờ gặp), encounter (gặp), run into (tình cờ gặp)","miss (bỏ lỡ), avoid (tránh)"
53-PHRS-COLLECTION-PART14,The child tried to __ __ the bus.,run after,phrase,/rʌn ˈɑːf.tər/,/rʌn ˈæf.tɚ/,A2,To chase someone or something.,Đuổi theo ai hoặc điều gì.,,The dog ran after the ball.,Con chó chạy đuổi theo quả bóng.,"chase (đuổi theo), pursue (theo đuổi), follow quickly (theo nhanh)","run away from (chạy khỏi), ignore (bỏ qua)"
54-PHRS-COLLECTION-PART14,Do not __ __ from your problems.,run away,phrase,/rʌn əˈweɪ/,/rʌn əˈweɪ/,A2,To escape or leave suddenly.,Bỏ chạy hoặc rời đi đột ngột.,,The thief ran away through the alley.,Tên trộm bỏ chạy qua con hẻm.,"escape (thoát), flee (bỏ chạy), bolt (chạy vụt đi)","stay (ở lại), return (quay lại)"
55-PHRS-COLLECTION-PART14,The old battery may __ __ overnight.,run down,phrase,/rʌn daʊn/,/rʌn daʊn/,B2,"To lose power, criticize, or hit someone with a vehicle.","Cạn kiệt, chỉ trích hoặc cán xe vào ai.",,My phone battery ran down quickly.,Pin điện thoại của tôi cạn nhanh chóng.,"lose power (cạn pin), criticize (chỉ trích), hit (đâm vào)","charge up (sạc đầy), praise (khen ngợi)"
56-PHRS-COLLECTION-PART14,You might __ __ old friends at the festival.,run into,phrase,/rʌn ˈɪn.tuː/,/rʌn ˈɪn.tuː/,B1,To meet someone by chance or hit something.,Tình cờ gặp hoặc đâm vào điều gì.,,I ran into my teacher at the market.,Tôi tình cờ gặp giáo viên ở chợ.,"meet by chance (tình cờ gặp), bump into (va vào), encounter (gặp)","avoid (tránh), miss (bỏ lỡ)"
57-PHRS-COLLECTION-PART14,The printer can __ __ twenty copies.,run off,phrase,/rʌn ɒf/,/rʌn ɔːf/,B1,To leave quickly or print copies.,Bỏ chạy hoặc in ra bản sao.,,The kids ran off after the game.,Bọn trẻ chạy đi sau trận đấu.,"flee (chạy trốn), leave quickly (rời nhanh), print (in ra)","stay (ở lại), come back (quay lại)"
58-PHRS-COLLECTION-PART14,The tickets may __ __ before Friday.,run out,phrase,/rʌn aʊt/,/rʌn aʊt/,A2,To have no more of something left.,Hết hoặc không còn gì.,,Our milk ran out this morning.,Sữa của chúng tôi đã hết sáng nay.,"be used up (dùng hết), expire (hết hạn), finish (hết)","remain (còn lại), refill (đổ đầy lại)"
59-PHRS-COLLECTION-PART14,We may __ __ __ time soon.,run out of,phrase,/rʌn aʊt əv/,/rʌn aʊt əv/,B1,To use all of something so none remains.,Dùng hết sạch một thứ gì.,,We ran out of bread at breakfast.,Chúng tôi hết sạch bánh mì vào bữa sáng.,"use up (dùng hết), exhaust (cạn kiệt), have none left (không còn lại)","stock up on (dự trữ), have enough (có đủ)"
60-PHRS-COLLECTION-PART14,"Before the talk, let us __ __ the slides.",run over,phrase,/rʌn ˈəʊ.vər/,/rʌn ˈoʊ.vɚ/,B2,To quickly review something or hit someone with a vehicle.,Xem nhanh hoặc cán qua bằng xe.,,Let us run over the main points again.,Hãy xem nhanh lại các ý chính.,"review quickly (xem nhanh), go over (xem lại), hit with vehicle (cán qua)","skip (bỏ qua), avoid (tránh)"
