28-PHRS-COLLECTION-PART17,To spend time doing or improving something.,work on,turn up,wash off,yak on,a,work on,phrase,/wɜːk ɒn/,/wɝːk ɑːn/,A2,To spend time doing or improving something.,Làm việc hoặc cải thiện điều gì.,,She is working on a new project.,Cô ấy đang làm một dự án mới.,"develop (phát triển), improve (cải thiện), spend effort on (dành công sức cho)","neglect (bỏ bê), abandon (bỏ dở)"
29-PHRS-COLLECTION-PART17,"To exercise, solve a problem, or happen successfully.",work out,turn down,wash out,write down,a,work out,phrase,/wɜːk aʊt/,/wɝːk aʊt/,A2,"To exercise, solve a problem, or happen successfully.","Luyện tập, giải quyết hoặc diễn ra thành công.",,We worked out the answer together.,Chúng tôi cùng nhau tìm ra đáp án.,"exercise (tập luyện), solve (giải quyết), succeed (thành công)","fail (thất bại), give up (bỏ cuộc)"
30-PHRS-COLLECTION-PART17,To deal with a problem gradually and carefully.,work through,turn in,watch out,zip up,a,work through,phrase,/wɜːk θruː/,/wɝːk θruː/,B2,To deal with a problem gradually and carefully.,Giải quyết dần dần một vấn đề.,,They worked through their disagreement calmly.,Họ đã bình tĩnh giải quyết bất đồng.,"deal with (xử lý), process (xử lý dần), resolve gradually (giải quyết dần)","avoid (tránh), ignore (bỏ qua)"
31-PHRS-COLLECTION-PART17,To gradually develop a feeling or gather courage.,work up,turn into,wear away,write off,a,work up,phrase,/wɜːk ʌp/,/wɝːk ʌp/,B2,To gradually develop a feeling or gather courage.,Tạo ra cảm xúc hoặc lấy hết can đảm.,,He worked up the courage to speak.,Anh ấy lấy hết can đảm để nói.,"build up (tạo dựng), develop (phát triển), summon (lấy hết)","lose (mất), calm down (bình tĩnh lại)"
32-PHRS-COLLECTION-PART17,To record information in writing.,write down,turn off,warm up,zone out,a,write down,phrase,/raɪt daʊn/,/raɪt daʊn/,A1,To record information in writing.,Viết xuống hoặc ghi lại.,,Write down your password and keep it safe.,Hãy ghi lại mật khẩu và giữ nó an toàn.,"note down (ghi lại), record (ghi chép), jot down (ghi nhanh)","forget (quên), erase (xóa)"
33-PHRS-COLLECTION-PART17,To decide something has no value or cancel it as a loss.,write off,turn on,wash off,yak on,a,write off,phrase,/raɪt ɒf/,/raɪt ɔːf/,B2,To decide something has no value or cancel it as a loss.,Xóa sổ hoặc coi là vô giá trị.,,Do not write off the idea too quickly.,Đừng vội coi ý tưởng đó là vô giá trị.,"dismiss (gạt bỏ), cancel as loss (xóa sổ), disregard (bỏ qua)","value (coi trọng), consider (cân nhắc)"
34-PHRS-COLLECTION-PART17,To write something in a complete or final form.,write up,turn over,wear off,work around,a,write up,phrase,/raɪt ʌp/,/raɪt ʌp/,B1,To write something in a complete or final form.,Viết thành bản hoàn chỉnh.,,I need to write up my lab notes.,Tôi cần viết lại ghi chú thí nghiệm thành bản hoàn chỉnh.,"compose (soạn), prepare in writing (viết thành văn bản), finalize (hoàn thiện)","draft roughly (viết nháp), leave unfinished (để dở)"
35-PHRS-COLLECTION-PART17,"To talk continuously, often about unimportant things.",yak on,turn out,wear out,work off,a,yak on,phrase,/jæk ɒn/,/jæk ɑːn/,C1,"To talk continuously, often about unimportant things.",Nói huyên thuyên hoặc nói mãi không thôi.,,He yakked on about his new car for an hour.,Anh ấy nói huyên thuyên về chiếc xe mới suốt một giờ.,"chatter (nói huyên thuyên), ramble on (nói lan man), talk endlessly (nói không ngừng)","stay quiet (im lặng), be brief (nói ngắn gọn)"
36-PHRS-COLLECTION-PART17,To close clothing or a bag with a zip.,zip up,turn up,warm up,work on,a,zip up,phrase,/zɪp ʌp/,/zɪp ʌp/,A2,To close clothing or a bag with a zip.,Kéo khóa hoặc cài khóa kéo.,,Zip up your jacket before going outside.,Hãy kéo khóa áo khoác trước khi ra ngoài.,"fasten (cài lại), close with a zip (kéo khóa), do up (cài lại)","unzip (mở khóa kéo), open (mở ra)"
37-PHRS-COLLECTION-PART17,To stop paying attention and become mentally absent.,zone out,turn back,wash out,write up,a,zone out,phrase,/zəʊn aʊt/,/zoʊn aʊt/,B2,To stop paying attention and become mentally absent.,Mất tập trung hoặc thẫn thờ.,,I zoned out during the long meeting.,Tôi mất tập trung trong cuộc họp dài.,"lose focus (mất tập trung), drift off (lơ đãng), tune out (không chú ý)","focus (tập trung), pay attention (chú ý)"
